订单号,日期,用户ID,渠道,类目,SKU,数量,单价,实付金额,是否退款
SO202500410,2026-03-08,10447,直播,女装,女装-014,1,259,248.22,否
SO202502891,2026-03-08,10441,搜索,男装,男装-014,1,149,148.02,否
SO202503219,2026-03-08,11170,直播,美妆,美妆-014,1,239,234.47,否
SO202504508,2026-03-09,11908,搜索,男装,男装-014,2,149,270.0,否
SO202504522,2026-03-09,11635,搜索,男装,男装-013,3,319,915.81,否
SO202503952,2026-03-09,10063,推荐,女装,女装-001,2,169,293.82,否
SO202502175,2026-03-09,10217,搜索,男装,男装-007,3,129,334.92,否
SO202503087,2026-03-09,10878,推荐,家居,家居-010,3,179,478.0,否
SO202502178,2026-03-09,10452,搜索,男装,男装-020,1,299,279.07,否
SO202504319,2026-03-09,11199,直播,女装,女装-032,3,309,797.11,否
SO202502132,2026-03-09,11264,直播,女装,女装-032,1,309,292.99,否
SO202500360,2026-03-09,10859,直播,家居,家居-006,3,109,287.73,否
SO202503867,2026-03-09,11957,搜索,美妆,美妆-015,1,199,175.6,否
SO202501664,2026-03-09,10174,搜索,女装,女装-032,2,309,534.3,否
SO202501118,2026-03-09,11997,社群,女装,女装-029,2,129,256.97,否
SO202504152,2026-03-09,10082,直播,男装,男装-015,1,149,145.43,否
SO202501564,2026-03-10,10842,直播,女装,女装-032,1,309,295.58,否
SO202502632,2026-03-10,10680,直播,家居,家居-015,3,179,468.77,否
SO202503314,2026-03-10,10937,直播,女装,女装-021,2,269,495.98,否
SO202501928,2026-03-10,11438,推荐,美妆,美妆-014,2,239,424.46,否
SO202503113,2026-03-10,11426,直播,美妆,美妆-007,1,159,149.58,否
SO202504299,2026-03-10,10883,直播,女装,女装-023,1,169,153.8,否
SO202504742,2026-03-10,11491,直播,美妆,美妆-001,1,129,121.81,否
SO202503563,2026-03-10,10198,推荐,数码,数码-005,1,2639,2625.53,否
SO202503389,2026-03-10,10675,直播,数码,数码-008,2,1259,2331.68,否
SO202503059,2026-03-10,11266,推荐,男装,男装-020,2,299,558.23,是
SO202501391,2026-03-11,10461,搜索,家居,家居-004,1,59,55.66,否
SO202500747,2026-03-11,10762,社群,男装,男装-006,1,199,182.73,是
SO202502711,2026-03-11,11935,搜索,女装,女装-014,3,259,774.14,否
SO202500818,2026-03-11,11835,直播,美妆,美妆-010,1,389,337.88,否
SO202502667,2026-03-11,11331,直播,美妆,美妆-003,1,119,106.68,否
SO202503014,2026-03-11,10866,直播,美妆,美妆-011,3,129,386.87,否
SO202500668,2026-03-11,10302,直播,家居,家居-004,3,59,158.0,否
SO202503703,2026-03-11,11855,搜索,女装,女装-027,1,149,131.96,是
SO202504103,2026-03-11,10447,直播,美妆,美妆-005,1,369,366.88,否
SO202504956,2026-03-11,10895,社群,女装,女装-022,1,269,257.21,否
SO202503419,2026-03-11,10117,直播,男装,男装-021,1,349,296.77,否
SO202503125,2026-03-11,10071,推荐,男装,男装-014,1,149,134.51,否
SO202500425,2026-03-12,10627,搜索,美妆,美妆-003,1,119,111.51,否
SO202503641,2026-03-12,11803,推荐,美妆,美妆-011,3,129,340.84,否
SO202504360,2026-03-12,11822,搜索,美妆,美妆-007,1,159,149.03,否
SO202501583,2026-03-12,10201,搜索,男装,男装-006,1,199,182.74,否
SO202503169,2026-03-12,11618,直播,女装,女装-029,1,129,113.12,否
SO202500326,2026-03-12,10026,推荐,美妆,美妆-007,1,159,137.8,否
SO202501179,2026-03-12,11686,直播,美妆,美妆-014,3,239,614.95,否
SO202501453,2026-03-12,11375,直播,数码,数码-001,1,2439,2425.51,否
SO202502830,2026-03-12,11439,搜索,家居,家居-004,1,59,56.91,否
SO202502211,2026-03-12,10217,搜索,女装,女装-022,2,269,457.53,否
SO202502852,2026-03-12,10045,搜索,男装,男装-006,2,199,339.71,是
SO202503187,2026-03-12,11797,推荐,女装,女装-023,2,169,299.62,否
SO202503762,2026-03-12,10319,推荐,女装,女装-032,3,309,923.52,否
SO202503095,2026-03-12,11607,推荐,美妆,美妆-018,1,489,440.62,否
SO202504173,2026-03-12,11594,搜索,女装,女装-022,3,269,739.24,否
SO202500623,2026-03-12,10677,直播,美妆,美妆-007,2,159,298.6,否
SO202501077,2026-03-13,11167,推荐,女装,女装-014,3,259,730.9,是
SO202504598,2026-03-13,10402,搜索,美妆,美妆-001,3,129,358.43,否
SO202503914,2026-03-13,10828,直播,女装,女装-005,2,269,485.49,否
SO202501831,2026-03-13,10407,搜索,美妆,美妆-001,3,129,376.37,否
SO202502417,2026-03-13,11213,推荐,男装,男装-014,2,149,278.66,否
SO202503268,2026-03-13,11395,推荐,美妆,美妆-017,1,359,343.94,否
SO202502057,2026-03-13,11005,直播,女装,女装-033,1,289,250.48,否
SO202502068,2026-03-13,10175,推荐,男装,男装-007,2,129,235.43,否
SO202501551,2026-03-13,10646,直播,女装,女装-021,1,269,229.83,否
SO202502372,2026-03-13,11751,直播,女装,女装-003,1,189,188.37,否
SO202503362,2026-03-13,11670,社群,女装,女装-012,2,239,475.62,否
SO202501940,2026-03-13,11003,直播,美妆,美妆-007,2,159,278.23,否
SO202500272,2026-03-13,10076,社群,美妆,美妆-005,1,369,347.73,否
SO202501068,2026-03-13,11243,社群,男装,男装-015,3,149,405.89,否
SO202504675,2026-03-13,10887,直播,家居,家居-001,1,39,33.28,否
SO202502370,2026-03-13,11023,推荐,美妆,美妆-001,1,129,121.07,否
SO202503632,2026-03-13,11503,推荐,家居,家居-007,2,199,344.31,否
SO202504683,2026-03-13,11218,直播,美妆,美妆-007,1,159,139.95,否
SO202502929,2026-03-14,11302,推荐,女装,女装-013,1,249,228.65,否
SO202504824,2026-03-14,10677,社群,美妆,美妆-007,2,159,303.84,否
SO202501329,2026-03-14,11590,搜索,男装,男装-020,3,299,780.96,否
SO202501072,2026-03-14,11130,推荐,男装,男装-020,1,299,254.33,否
SO202501707,2026-03-14,10652,推荐,男装,男装-005,3,269,768.71,否
SO202502815,2026-03-14,10082,搜索,美妆,美妆-001,2,129,247.97,否
SO202501103,2026-03-14,10151,搜索,家居,家居-010,2,179,313.37,否
SO202502346,2026-03-14,10114,社群,女装,女装-032,2,309,538.2,否
SO202501479,2026-03-14,10795,直播,男装,男装-015,2,149,285.4,否
SO202502131,2026-03-14,11842,直播,女装,女装-034,1,259,224.07,是
SO202504025,2026-03-14,11751,社群,美妆,美妆-016,1,279,244.77,否
SO202501978,2026-03-14,10888,搜索,女装,女装-005,1,269,247.95,否
SO202503154,2026-03-14,10166,搜索,女装,女装-028,3,299,855.76,否
SO202504872,2026-03-14,10843,推荐,男装,男装-004,1,299,278.4,否
SO202503735,2026-03-15,11906,直播,美妆,美妆-014,2,239,449.96,否
SO202500828,2026-03-15,11229,搜索,家居,家居-006,3,109,291.08,否
SO202503339,2026-03-15,10895,搜索,美妆,美妆-011,2,129,248.47,是
SO202503803,2026-03-15,11208,直播,男装,男装-018,1,159,135.65,否
SO202503358,2026-03-15,10447,直播,女装,女装-031,3,189,546.8,是
SO202500710,2026-03-15,10799,搜索,男装,男装-020,3,299,779.1,否
SO202504534,2026-03-15,11537,推荐,家居,家居-004,3,59,153.61,否
SO202504679,2026-03-15,10107,搜索,女装,女装-025,1,159,145.39,否
SO202500676,2026-03-15,10461,搜索,美妆,美妆-015,2,199,355.87,否
SO202500627,2026-03-15,11562,搜索,男装,男装-010,2,339,591.59,是
SO202500419,2026-03-15,11359,直播,女装,女装-011,1,159,156.86,否
SO202501521,2026-03-15,11054,推荐,美妆,美妆-003,2,119,208.52,否
SO202502360,2026-03-15,11677,搜索,男装,男装-012,2,139,240.57,否
SO202501053,2026-03-15,10103,社群,女装,女装-021,1,269,230.18,否
SO202501634,2026-03-15,11491,直播,美妆,美妆-015,3,199,555.11,否
SO202502353,2026-03-15,10378,搜索,男装,男装-006,1,199,190.74,否
SO202502569,2026-03-15,10034,搜索,男装,男装-008,2,299,586.74,否
SO202502577,2026-03-15,11136,搜索,家居,家居-005,1,59,52.25,否
SO202501598,2026-03-15,10570,搜索,男装,男装-006,2,199,394.03,否
SO202501060,2026-03-15,10171,社群,男装,男装-020,3,299,833.0,否
SO202504022,2026-03-15,10525,搜索,女装,女装-032,2,309,546.89,否
SO202504149,2026-03-15,10175,搜索,家居,家居-011,3,119,353.71,是
SO202502458,2026-03-15,10186,直播,男装,男装-006,2,199,388.38,是
SO202502762,2026-03-16,11070,搜索,女装,女装-003,1,189,184.47,否
SO202500819,2026-03-16,11409,直播,美妆,美妆-001,3,129,356.22,否
SO202504094,2026-03-16,11891,推荐,男装,男装-020,3,299,829.82,否
SO202500991,2026-03-16,10731,搜索,家居,家居-007,1,199,187.43,否
SO202504904,2026-03-16,10578,搜索,女装,女装-027,2,149,291.76,否
SO202501613,2026-03-16,10216,推荐,男装,男装-021,1,349,298.13,否
SO202503696,2026-03-16,11786,直播,美妆,美妆-020,1,479,438.57,否
SO202503804,2026-03-16,10164,推荐,美妆,美妆-011,1,129,120.11,否
SO202502041,2026-03-16,10309,搜索,女装,女装-001,2,169,293.31,否
SO202503824,2026-03-16,11754,直播,美妆,美妆-001,1,129,125.84,否
SO202501944,2026-03-16,10309,直播,女装,女装-022,3,269,760.02,否
SO202504430,2026-03-16,10677,推荐,男装,男装-020,1,299,298.21,否
SO202502018,2026-03-16,10319,直播,家居,家居-001,3,39,108.32,否
SO202501515,2026-03-16,10614,搜索,女装,女装-021,2,269,482.53,否
SO202501476,2026-03-16,10981,搜索,男装,男装-006,2,199,358.1,否
SO202501153,2026-03-16,10551,推荐,女装,女装-032,1,309,306.54,否
SO202504989,2026-03-16,11618,推荐,家居,家居-007,2,199,341.7,否
SO202503082,2026-03-16,11046,搜索,女装,女装-011,1,159,155.36,否
SO202501731,2026-03-16,11968,直播,女装,女装-003,1,189,173.01,否
SO202501632,2026-03-17,11644,推荐,女装,女装-001,1,169,162.13,否
SO202504894,2026-03-17,10163,直播,男装,男装-006,2,199,396.03,是
SO202500229,2026-03-17,10795,搜索,女装,女装-032,1,309,265.34,否
SO202501772,2026-03-17,10845,直播,家居,家居-005,1,59,50.23,否
SO202502376,2026-03-17,11272,搜索,女装,女装-032,2,309,560.72,否
SO202500603,2026-03-17,11191,搜索,女装,女装-001,1,169,145.06,否
SO202500333,2026-03-17,10233,搜索,美妆,美妆-003,1,119,107.36,否
SO202503862,2026-03-17,11989,搜索,美妆,美妆-014,1,239,224.27,否
SO202503846,2026-03-17,10005,搜索,女装,女装-032,3,309,883.41,否
SO202501469,2026-03-17,11454,搜索,美妆,美妆-014,1,239,237.61,否
SO202504111,2026-03-17,11783,搜索,女装,女装-014,1,259,220.82,否
SO202504247,2026-03-17,10539,搜索,女装,女装-011,3,159,449.38,是
SO202501124,2026-03-18,11738,直播,男装,男装-021,3,349,1008.62,是
SO202502159,2026-03-18,10450,搜索,男装,男装-007,2,129,223.32,否
SO202503016,2026-03-18,11392,直播,数码,数码-006,1,1899,1634.08,否
SO202503463,2026-03-18,10656,直播,男装,男装-004,1,299,273.22,否
SO202502219,2026-03-18,10124,推荐,男装,男装-020,1,299,283.06,否
SO202502763,2026-03-18,10560,推荐,女装,女装-011,1,159,135.79,否
SO202503063,2026-03-18,10576,直播,美妆,美妆-011,1,129,128.99,否
SO202503394,2026-03-18,11385,直播,美妆,美妆-007,3,159,459.58,否
SO202501021,2026-03-18,11705,直播,女装,女装-021,1,269,250.56,否
SO202500319,2026-03-18,10071,推荐,家居,家居-007,2,199,397.78,否
SO202501716,2026-03-18,11927,直播,男装,男装-019,2,189,350.35,否
SO202501718,2026-03-18,10759,社群,女装,女装-013,2,249,460.7,否
SO202501673,2026-03-19,11302,直播,男装,男装-008,2,299,532.06,否
SO202504531,2026-03-19,10968,社群,美妆,美妆-002,1,369,348.04,否
SO202500872,2026-03-19,11663,推荐,男装,男装-006,3,199,531.28,否
SO202504750,2026-03-19,11906,推荐,女装,女装-027,2,149,273.01,否
SO202501131,2026-03-19,11309,直播,女装,女装-026,1,209,187.15,否
SO202502384,2026-03-19,10542,直播,女装,女装-014,2,259,451.36,否
SO202501374,2026-03-19,11515,直播,男装,男装-014,2,149,262.65,否
SO202504383,2026-03-19,11910,直播,女装,女装-021,1,269,255.95,否
SO202504263,2026-03-19,11078,直播,男装,男装-020,3,299,788.87,否
SO202501800,2026-03-19,11968,搜索,女装,女装-003,1,189,178.86,否
SO202504719,2026-03-19,10760,直播,男装,男装-006,1,199,170.27,否
SO202502237,2026-03-19,10397,搜索,女装,女装-032,2,309,586.39,否
SO202504576,2026-03-19,11191,社群,男装,男装-020,1,299,292.38,否
SO202502898,2026-03-19,11234,搜索,家居,家居-011,2,119,209.89,否
SO202504511,2026-03-19,11811,直播,美妆,美妆-011,1,129,123.8,否
SO202504225,2026-03-19,10235,搜索,女装,女装-032,1,309,271.0,否
SO202502780,2026-03-20,11432,搜索,男装,男装-025,1,169,157.57,否
SO202501266,2026-03-20,10447,直播,女装,女装-014,1,259,254.23,否
SO202501028,2026-03-20,10405,社群,女装,女装-022,1,269,255.55,否
SO202504684,2026-03-20,10542,搜索,男装,男装-006,3,199,507.84,否
SO202503090,2026-03-20,10529,直播,男装,男装-020,2,299,526.29,否
SO202502271,2026-03-21,10424,搜索,家居,家居-001,1,39,34.9,否
SO202502761,2026-03-21,10253,推荐,美妆,美妆-001,2,129,227.8,否
SO202502250,2026-03-21,10542,直播,女装,女装-023,3,169,506.83,否
SO202503334,2026-03-21,11406,搜索,美妆,美妆-005,1,369,313.96,否
SO202502821,2026-03-21,10877,推荐,女装,女装-013,1,249,232.75,否
SO202504189,2026-03-21,10377,直播,女装,女装-034,1,259,240.56,否
SO202501186,2026-03-21,10799,搜索,女装,女装-034,1,259,222.62,否
SO202500807,2026-03-21,10356,直播,美妆,美妆-018,2,489,883.13,否
SO202502229,2026-03-21,10486,直播,美妆,美妆-016,1,279,256.07,否
SO202503300,2026-03-21,11469,搜索,美妆,美妆-016,1,279,275.05,否
SO202504121,2026-03-21,11644,推荐,男装,男装-014,3,149,424.73,否
SO202500188,2026-03-21,11153,社群,男装,男装-006,1,199,181.77,否
SO202504643,2026-03-21,11524,搜索,美妆,美妆-005,1,369,342.59,否
SO202501456,2026-03-22,11910,搜索,数码,数码-005,1,2639,2638.72,否
SO202504646,2026-03-22,10590,直播,家居,家居-013,2,39,74.45,否
SO202501437,2026-03-22,11963,社群,美妆,美妆-011,1,129,119.89,否
SO202503383,2026-03-22,11024,推荐,美妆,美妆-011,1,129,128.82,否
SO202501799,2026-03-22,11007,搜索,美妆,美妆-014,1,239,216.38,否
SO202501543,2026-03-22,11912,社群,女装,女装-033,3,289,739.99,否
SO202501356,2026-03-22,10133,搜索,美妆,美妆-015,1,199,189.6,否
SO202503027,2026-03-22,11217,直播,男装,男装-020,2,299,521.02,否
SO202502368,2026-03-22,11737,社群,女装,女装-021,1,269,232.06,否
SO202504811,2026-03-22,11082,直播,女装,女装-023,1,169,154.24,否
SO202503950,2026-03-22,10731,直播,男装,男装-020,1,299,258.17,是
SO202504422,2026-03-22,11057,推荐,男装,男装-008,2,299,580.98,否
SO202503255,2026-03-22,10249,推荐,男装,男装-014,1,149,131.85,否
SO202503709,2026-03-22,10578,直播,女装,女装-025,2,159,275.13,否
SO202504698,2026-03-22,11022,社群,数码,数码-007,1,1359,1161.07,否
SO202500023,2026-03-22,11908,直播,家居,家居-004,1,59,51.36,否
SO202504724,2026-03-22,11185,直播,美妆,美妆-001,1,129,115.06,否
SO202500514,2026-03-23,11306,直播,美妆,美妆-003,2,119,231.88,否
SO202503278,2026-03-23,10741,搜索,男装,男装-020,2,299,555.71,否
SO202500356,2026-03-23,10076,推荐,家居,家居-009,2,199,386.62,否
SO202502548,2026-03-23,10694,推荐,数码,数码-007,3,1359,3942.79,否
SO202501683,2026-03-23,11236,推荐,美妆,美妆-016,1,279,244.57,否
SO202504185,2026-03-23,11745,推荐,美妆,美妆-015,2,199,367.24,否
SO202504902,2026-03-23,11960,搜索,女装,女装-003,2,189,325.54,否
SO202501205,2026-03-24,10264,直播,男装,男装-006,2,199,342.57,否
SO202504226,2026-03-24,10642,社群,美妆,美妆-003,1,119,107.46,是
SO202504639,2026-03-24,10181,直播,女装,女装-005,2,269,518.56,否
SO202503930,2026-03-24,10652,直播,女装,女装-021,2,269,521.34,是
SO202504601,2026-03-24,11025,直播,美妆,美妆-018,1,489,435.17,否
SO202501943,2026-03-24,10440,直播,数码,数码-010,1,2029,1761.4,否
SO202504782,2026-03-24,11970,搜索,美妆,美妆-014,3,239,630.95,否
SO202504916,2026-03-24,10007,搜索,女装,女装-025,2,159,302.09,否
SO202501303,2026-03-24,11608,推荐,美妆,美妆-003,1,119,118.39,否
SO202504402,2026-03-24,11454,推荐,美妆,美妆-017,2,359,622.05,否
SO202504373,2026-03-24,10700,推荐,男装,男装-013,1,319,289.88,否
SO202504495,2026-03-24,11491,搜索,美妆,美妆-011,2,129,240.54,否
SO202504221,2026-03-25,10578,社群,男装,男装-020,3,299,846.96,否
SO202503184,2026-03-25,10698,推荐,女装,女装-022,1,269,260.05,否
SO202500032,2026-03-25,10356,搜索,男装,男装-002,2,239,472.72,否
SO202504031,2026-03-25,11754,搜索,女装,女装-032,1,309,270.46,否
SO202504654,2026-03-25,10302,直播,女装,女装-013,2,249,466.6,否
SO202500982,2026-03-25,10976,搜索,男装,男装-019,3,189,537.32,否
SO202504905,2026-03-25,10576,推荐,男装,男装-006,2,199,379.86,否
SO202501830,2026-03-25,11054,直播,女装,女装-026,1,209,186.35,否
SO202504630,2026-03-25,10651,推荐,女装,女装-030,2,109,202.67,否
SO202500597,2026-03-25,11147,推荐,美妆,美妆-001,1,129,111.75,否
SO202500190,2026-03-25,11735,直播,数码,数码-002,1,859,799.12,否
SO202503135,2026-03-25,10443,直播,美妆,美妆-003,3,119,332.6,否
SO202503034,2026-03-25,11811,直播,女装,女装-001,3,169,469.59,否
SO202504786,2026-03-26,11438,社群,男装,男装-006,1,199,170.41,是
SO202503176,2026-03-26,11679,搜索,男装,男装-006,1,199,191.18,否
SO202500027,2026-03-26,11888,直播,女装,女装-017,3,149,415.01,否
SO202501920,2026-03-26,11216,社群,男装,男装-025,1,169,144.81,否
SO202501709,2026-03-26,10702,推荐,美妆,美妆-011,1,129,128.69,否
SO202504014,2026-03-26,11221,直播,男装,男装-020,2,299,534.91,否
SO202504125,2026-03-26,11356,直播,美妆,美妆-007,2,159,283.58,否
SO202501829,2026-03-26,11908,推荐,女装,女装-027,2,149,293.36,否
SO202500534,2026-03-26,10796,直播,美妆,美妆-011,2,129,244.52,否
SO202502610,2026-03-27,10055,搜索,美妆,美妆-007,2,159,285.29,否
SO202500034,2026-03-27,11515,推荐,美妆,美妆-011,1,129,126.08,否
SO202504677,2026-03-27,10333,直播,女装,女装-022,2,269,515.04,是
SO202501976,2026-03-27,11225,搜索,男装,男装-022,1,229,211.23,否
SO202500890,2026-03-27,10291,推荐,女装,女装-035,3,289,809.91,否
SO202504973,2026-03-27,10395,搜索,美妆,美妆-007,3,159,417.48,否
SO202504396,2026-03-27,10101,直播,女装,女装-032,1,309,288.01,否
SO202501999,2026-03-27,11663,搜索,美妆,美妆-001,2,129,243.99,否
SO202504959,2026-03-27,11001,搜索,女装,女装-023,1,169,150.4,否
SO202504386,2026-03-27,10213,社群,男装,男装-006,1,199,169.48,否
SO202500298,2026-03-27,11580,社群,男装,男装-006,1,199,178.05,否
SO202500556,2026-03-27,10920,社群,女装,女装-021,3,269,708.36,否
SO202500571,2026-03-27,10034,搜索,女装,女装-001,3,169,434.47,否
SO202502393,2026-03-27,11750,社群,女装,女装-021,1,269,252.8,否
SO202501220,2026-03-27,10907,搜索,美妆,美妆-003,3,119,351.03,否
SO202500111,2026-03-28,10664,搜索,美妆,美妆-014,1,239,236.68,否
SO202501492,2026-03-28,10621,直播,女装,女装-021,2,269,487.15,否
SO202502265,2026-03-28,11105,直播,女装,女装-014,1,259,239.86,否
SO202500191,2026-03-28,11811,搜索,美妆,美妆-015,1,199,185.89,否
SO202502027,2026-03-28,10884,直播,家居,家居-009,1,199,194.38,否
SO202500636,2026-03-28,10677,搜索,美妆,美妆-014,2,239,467.93,否
SO202500917,2026-03-28,10731,搜索,女装,女装-021,1,269,242.85,否
SO202502663,2026-03-28,10329,搜索,数码,数码-008,1,1259,1167.77,是
SO202503372,2026-03-28,11795,搜索,男装,男装-015,1,149,131.4,否
SO202502198,2026-03-28,10189,搜索,女装,女装-022,2,269,469.29,否
SO202500417,2026-03-29,11910,社群,数码,数码-008,2,1259,2319.39,否
